 m n lenL1 lenS1 Hright1 Hleft1 Area1 CosA1 lenL2 lenS2 Hright2 Hleft2 Area2 CosA2 Dcen Datom Dcenp1 Dcenp2 CosL CosS CosN CosO AreaPJ
 1191 1600    1.41207    1.09206    0.27818    1.14836    0.93173    0.94467    1.41204    1.08794    0.26246    1.13523    0.91716    0.90747    1.09055    0.25330   -0.06249    0.77818    0.10064    0.37191    0.10783    0.24012    0.01916
 1191 1876    1.41207    1.09206    0.27818    1.14836    0.93173    0.94467    1.40253    1.09031    0.26269    1.13708    0.91351    0.97464    0.61716    0.19952    0.16492   -0.27106   -0.95575   -0.55111    0.09987   -0.99190   -0.10450
 1191 1946    1.41207    1.09206    0.27818    1.14836    0.93173    0.94467    1.40124    1.07484    0.27494    1.13458    0.90409    0.98091    0.60649    0.21975   -0.18921    0.27605    0.95975    0.53667   -0.09372   -0.99590   -0.09894
 1191 2012    1.41207    1.09206    0.27818    1.14836    0.93173    0.94467    1.37515    1.04795    0.25179    1.07217    0.89669    0.96567    1.17747    0.47604    0.69913    0.49007   -0.28471   -0.15937   -0.21170    0.13838    0.18093
 1191 2072    1.41207    1.09206    0.27818    1.14836    0.93173    0.94467    1.42317    1.12825    0.25365    1.17498    0.92681    0.98309    0.97865    0.20830    0.06298    0.13396   -0.24368    0.31219   -0.19624   -0.11238    0.06134
 1192 1409    1.41679    1.07464    0.27642    1.13192    0.92143    0.99635    1.42363    1.07178    0.27860    1.13997    0.90795    0.99380    1.12384    0.21639   -0.26918    0.81189   -0.18949    0.26226   -0.07215    0.21649    0.04078
 1192 1492    1.41679    1.07464    0.27642    1.13192    0.92143    0.99635    1.41861    1.08577    0.26371    1.13889    0.91163    0.95170    1.05251    0.29312    0.41266    0.84246    0.01577    0.66249    0.06128   -0.05602    0.00223
 1192 1531    1.41679    1.07464    0.27642    1.13192    0.92143    0.99635    1.40694    1.06601    0.26183    1.11746    0.89459    0.95800    0.60881    0.24037    0.29020   -0.20262    0.92663    0.60196   -0.11222   -0.92129   -0.11454
 1192 1703    1.41679    1.07464    0.27642    1.13192    0.92143    0.99635    1.41807    1.10628    0.24712    1.13698    0.93205    0.97465    0.63175    0.26669   -0.29429    0.30393    0.88981    0.65565   -0.13826   -0.98940   -0.13718
 1193 1276    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.40552    1.08811    0.26766    1.13039    0.93198    0.99967    1.59930    0.49130   -0.47748   -0.78566    0.93322    0.87562    0.08199    0.26848    0.09112
 1193 1314    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.42931    1.11724    0.28689    1.19887    0.92247    0.95926    0.56861    0.22587    0.40334   -0.34868    0.98057    0.80468    0.06172   -0.03081    0.06650
 1193 1619    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.42621    1.08423    0.28581    1.15441    0.92548    0.93282    1.42226    0.26847    0.10453    0.55515    0.88866    0.89195   -0.00745   -0.22529   -0.00803
 1193 1645    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.42126    1.10001    0.27160    1.14771    0.94539    0.99984    0.62290    0.28419   -0.26391   -0.48696    0.99622    0.91957    0.16251    0.67988    0.18334
 1193 1660    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.41152    1.07876    0.27779    1.14188    0.91159    0.88493    0.95177    0.47044   -0.13617    0.65869    0.91173    0.69712   -0.06185   -0.63535   -0.06226
 1193 1727    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.40966    1.09382    0.27876    1.15506    0.92282    0.99980    0.64979    0.20939    0.17555    0.33792   -0.99249   -0.99500   -0.20183    0.95651    0.22162
 1194 1251    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.40796    1.09523    0.26960    1.13897    0.93789    0.99968    1.50136    0.31724   -0.05174    0.71085   -0.79089   -0.63641    0.07451   -0.49268   -0.06693
 1194 1367    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.41096    1.12304    0.23994    1.15673    0.91519    0.92826    0.47828    0.21690    0.43464    0.24810    0.98022    0.95794    0.12067    0.47050    0.12602
 1194 1491    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.41018    1.07445    0.27580    1.12313    0.93165    0.99546    0.54055    0.29484   -0.24243   -0.53256    0.97355    0.92814    0.13797    0.54841    0.15424
 1194 1653    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.39112    1.08514    0.26136    1.12137    0.92057    0.99800    0.57933    0.22375   -0.36126   -0.04385    0.94701    0.98943    0.15375    0.69802    0.16590
 1194 1692    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.38366    1.09554    0.27581    1.14137    0.92924    0.88364    1.43534    0.27797   -0.04114   -0.12318    0.94497    0.54284   -0.09739   -0.93375   -0.09939
 1194 1719    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.39722    1.08524    0.28390    1.13659    0.93799    0.97382    1.43014    0.49313   -0.37564   -0.33796   -0.08591    0.32892    0.03893    0.07034   -0.01095
 1194 1726    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.40974    1.11473    0.25657    1.16052    0.91957    0.91853    1.48744    0.26700    0.45612    0.26547   -0.88996   -0.33064    0.07803   -0.86934   -0.08195
 1194 1783    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.42292    1.09404    0.28018    1.16182    0.92176    0.98503    0.53309    0.27465   -0.52885    0.06101    0.93772    0.80344   -0.01957   -0.41003   -0.02068
 1194 2054    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.40068    1.07292    0.27551    1.13622    0.89724    0.90137    0.71939    0.20787    0.31298   -0.09664   -0.97882   -0.98740   -0.19978    0.88843    0.21366
 1194 2146    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.41064    1.07585    0.28790    1.13542    0.93482    0.97913    1.63274    0.33732    0.70227    0.12305   -0.95764   -0.38319   -0.06898   -0.20252    0.07556
 1194 2150    1.41714    1.07603    0.27535    1.13649    0.91434    0.97557    1.43269    1.10459    0.27023    1.16154    0.93476    0.98078    1.57354    0.46061    0.84628    0.07647   -0.86426   -0.87060   -0.19582    0.87428    0.21507
 1195 1302    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.38717    1.09912    0.27690    1.16029    0.90716    0.79786    0.49671    0.26152   -0.18815   -0.47973    0.95973    0.90165    0.17359    0.80822    0.18232
 1195 1495    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.41232    1.07389    0.26933    1.13051    0.90608    0.97313    0.87186    0.44152    0.26036   -0.41091    0.97805    0.45646   -0.06424   -0.94761   -0.07141
 1195 1709    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.41797    1.09667    0.27041    1.14925    0.93018    0.98456    1.10292    0.27361   -0.39424   -0.15515   -0.41588   -0.36038   -0.10351    0.89808    0.04936
 1195 1786    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.41847    1.10742    0.25315    1.13444    0.95123    0.97698    0.94183    0.21709   -0.28951   -0.23574    0.45927    0.33065    0.13110    0.78131    0.07015
 1195 1791    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.40958    1.10359    0.26052    1.13920    0.94118    0.98951    0.62184    0.26129   -0.19626    0.49490    0.95901    0.58501   -0.04004   -0.64805   -0.04398
 1195 1931    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.41943    1.08876    0.28023    1.15825    0.91382    0.99512    0.51177    0.25952    0.41138    0.21444    0.97733    0.96533    0.17381    0.82367    0.19390
 1195 1989    1.41796    1.09297    0.29070    1.15268    0.95286    0.99989    1.40877    1.10067    0.26360    1.14936    0.92046    0.93667    1.16431    0.25979    0.05316    0.42924    0.10745   -0.85810    0.15400   -0.76172    0.02094
 1196 1226    1.40650    1.09557    0.28330    1.16069    0.92280    0.99155    1.39582    1.12208    0.22406    1.13184    0.92060    0.88206    1.47133    0.24785    0.17104   -0.05035    0.97967    0.48492   -0.07729   -0.88466   -0.08002
 1196 1299    1.40650    1.09557    0.28330    1.16069    0.92280    0.99155    1.39870    1.11054    0.25172    1.14940    0.91447    0.99491    1.60572    0.23263   -0.10758   -0.03704   -0.99221   -0.38185    0.05663   -0.99141   -0.05990
 1196 1368    1.40650    1.09557    0.28330    1.16069    0.92280    0.99155    1.39380    1.08601    0.25632    1.11444    0.92775    0.93846    1.69023    0.41180   -0.46659    0.00003    0.96593    0.96367    0.14460    0.63971    0.15472
 1196 1433    1.40650    1.09557    0.28330    1.16069    0.92280    0.99155    1.41057    1.10996    0.27977    1.17476    0.92605    0.99038    0.50591    0.26595    0.23793    0.44431   -0.98375   -0.94958   -0.14828    0.61771    0.15957
 1196 1591    1.40650    1.09557    0.28330    1.16069    0.92280    0.99155    1.41491    1.10234    0.26732    1.14795    0.93815    0.95405    1.66183    0.29182   -0.21176   -0.29318   -0.83943   -0.63778    0.11476   -0.90804   -0.11922
 1196 1750    1.40650    1.09557    0.28330    1.16069    0.92280    0.99155    1.40055    1.07713    0.28993    1.14314    0.92079    0.97270    1.78288    0.47248    0.13328    0.36318   -0.95915   -0.86783   -0.18292    0.71857    0.19396
 1197 1338    1.41340    1.09404    0.26052    1.13317    0.93264    0.97226    1.41442    1.08764    0.28087    1.14417    0.93574    0.99996    0.48738    0.24268    0.23983    0.47789    0.98688    0.91200    0.15459    0.66170    0.17502
 1197 1477    1.41340    1.09404    0.26052    1.13317    0.93264    0.97226    1.41369    1.11866    0.25854    1.15270    0.95031    0.98959    0.46719    0.26408   -0.45848    0.23779    0.96047    0.62931   -0.07630   -0.78986   -0.08251
 1197 1530    1.41340    1.09404    0.26052    1.13317    0.93264    0.97226    1.41146    1.07710    0.26585    1.12544    0.91609    0.90166    0.62092    0.27000   -0.23292   -0.33313    0.99828    0.99051    0.19929    0.86981    0.22278
 1197 1747    1.41340    1.09404    0.26052    1.13317    0.93264    0.97226    1.41499    1.08051    0.28114    1.14361    0.92099    0.99975    0.98931    0.25066    0.34511    0.71364   -0.02906   -0.62028    0.00573   -0.06973   -0.00024
 1197 2149    1.41340    1.09404    0.26052    1.13317    0.93264    0.97226    1.41835    1.10508    0.28565    1.16453    0.95016    0.99752    1.11829    0.22946    0.51961   -0.73967   -0.22173    0.26153    0.09091   -0.07019   -0.05092
 1198 1735    1.40506    1.11085    0.27301    1.14588    0.96540    0.98670    1.41041    1.08151    0.27470    1.13454    0.92524    0.97907    0.97583    0.24218    0.25125    0.85292    0.62852    0.16185    0.12970    0.29702    0.14630
 1199 1289    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.39874    1.11561    0.25286    1.15346    0.92095    0.83342    0.71370    0.24143   -0.21187   -0.33207    0.98730    0.99055    0.19787    0.94365    0.20701
 1199 1294    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.40880    1.09972    0.25915    1.14226    0.92328    0.89566    0.61378    0.28585    0.25986   -0.24545    0.90473    0.66884   -0.12484   -0.91197   -0.12240
 1199 1303    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.40361    1.11786    0.23805    1.13372    0.93883    0.92022    1.01438    0.30721   -0.29830    0.38056   -0.86506   -0.73753    0.14962   -0.98417   -0.13927
 1199 1579    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.41116    1.08659    0.25794    1.13187    0.91118    0.92843    1.36329    0.25608    0.22561    0.46554   -0.99461   -0.83778   -0.12655    0.43215    0.13663
 1199 1584    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.39991    1.06703    0.27823    1.12603    0.90702    0.97001    1.36392    0.36645   -0.10992    0.41166    0.96475    0.96047    0.10762    0.39216    0.11635
 1199 1594    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.41208    1.10032    0.27221    1.14544    0.94533    0.97141    1.32092    0.21018   -0.23937   -0.56845    0.03032    0.59724   -0.12072   -0.22166   -0.01192
 1199 1954    1.41787    1.10411    0.26312    1.16027    0.91248    0.95229    1.41232    1.06414    0.29127    1.13580    0.91438    0.99334    1.15603    0.49046   -0.64164   -0.37246   -0.98663   -0.97556   -0.20550    0.94816    0.22725
 1200 1611    1.39543    1.09543    0.25515    1.13771    0.90549    0.76690    1.39734    1.10860    0.25429    1.12431    0.96007    0.96164    1.54804    0.23079   -0.27451    0.09164   -0.92137   -0.94573   -0.17361    0.84032    0.18058
 1200 1637    1.39543    1.09543    0.25515    1.13771    0.90549    0.76690    1.39732    1.10541    0.25639    1.12711    0.95158    0.99012    1.23520    0.47598    0.62772   -1.01033    0.05136    0.59376   -0.01057    0.12676   -0.00839
 1200 1976    1.39543    1.09543    0.25515    1.13771    0.90549    0.76690    1.36624    1.06585    0.26215    1.09923    0.90145    0.79685    1.21284    0.24440    0.36736   -0.59122   -0.18970    0.83893   -0.15130   -0.68961    0.03417
 1200 2008    1.39543    1.09543    0.25515    1.13771    0.90549    0.76690    1.40762    1.09112    0.27283    1.13798    0.93589    0.98429    0.47672    0.28301    0.44213    0.20788   -0.98841   -0.91377   -0.14907    0.54746    0.16109
 1200 2135    1.39543    1.09543    0.25515    1.13771    0.90549    0.76690    1.41304    1.10546    0.25494    1.13741    0.94079    0.99075    1.62152    0.46150   -0.52021   -0.06384   -0.89580   -0.92273   -0.18063    0.88342    0.18246
 1201 1313    1.41658    1.10168    0.25770    1.13772    0.93887    0.98047    1.40973    1.06923    0.27600    1.12305    0.91983    0.94990    0.56235    0.25367   -0.33867   -0.20251    0.99944    0.98479    0.21762    0.99901    0.24767
 1201 1384    1.41658    1.10168    0.25770    1.13772    0.93887    0.98047    1.40491    1.11801    0.27231    1.15956    0.95566    0.98922    1.20174    0.21874    0.03123    0.79837   -0.44537   -0.12061   -0.18120    0.14679    0.20420
 1201 1442    1.41658    1.10168    0.25770    1.13772    0.93887    0.98047    1.40217    1.09554    0.25668    1.13524    0.91769    0.99870    1.60374    0.48860    0.17398    0.14895    0.66257   -0.26971    0.14486   -0.64223    0.11251
 1201 1539    1.41658    1.10168    0.25770    1.13772    0.93887    0.98047    1.39270    1.10724    0.24253    1.12355    0.93401    0.94066    0.52154    0.25274    0.11363   -0.51802    0.98228    0.65924   -0.03754   -0.55256   -0.04083
 1201 1662    1.41658    1.10168    0.25770    1.13772    0.93887    0.98047    1.39747    1.08664    0.28685    1.14839    0.92543    0.98750    0.54027    0.25628    0.51028    0.25748    0.98188    0.90099    0.15174    0.64033    0.16903
 1201 2101    1.41658    1.10168    0.25770    1.13772    0.93887    0.98047    1.37285    1.06984    0.26422    1.10180    0.91375    0.98650    1.38127    0.41828    0.04214    0.01138    0.32386    0.37258    0.07947    0.96865    0.02947
 1202 1748    1.42024    1.12136    0.26027    1.15432    0.96129    0.98980    1.41544    1.07654    0.30405    1.15855    0.92684    0.98919    0.47190    0.27446    0.44697    0.31036    0.99931    0.94501    0.20323    0.92751    0.23798
 1202 1915    1.42024    1.12136    0.26027    1.15432    0.96129    0.98980    1.38165    1.10836    0.25082    1.12979    0.93286    0.96249    0.60129    0.21846   -0.19477    0.27734   -0.89771   -0.66115    0.13592   -0.99083   -0.13644
 1202 2069    1.42024    1.12136    0.26027    1.15432    0.96129    0.98980    1.38778    1.09816    0.22967    1.10486    0.92054    0.97244    1.73461    0.44349   -0.02301   -0.28729   -0.84591   -0.99642   -0.10552    0.52432    0.11688
 1202 2091    1.42024    1.12136    0.26027    1.15432    0.96129    0.98980    1.40922    1.10055    0.26557    1.15323    0.91682    0.87469    1.51846    0.25245    0.23199   -0.54799   -0.89922   -0.97926   -0.05927    0.22564    0.06649
 1203 1301    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.42582    1.08508    0.26986    1.15164    0.90162    0.83990    1.48714    0.37702   -0.08083    0.74755    0.88515    0.43962   -0.10764   -0.88530   -0.11988
 1203 1354    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.41355    1.08374    0.28123    1.14209    0.93059    0.99999    1.06696    0.23220   -0.19461   -1.00478    0.03618   -0.29868    0.13059    0.11447    0.04619
 1203 1385    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.40307    1.11515    0.25294    1.16937    0.89149    0.73520    1.28388    0.47258   -0.11689   -0.68808   -0.30656   -0.03395   -0.02861    0.34225    0.00930
 1203 1834    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.42808    1.13980    0.25887    1.17741    0.96375    0.99599    0.63095    0.20649   -0.28259    0.16254    0.97239    0.47115   -0.08823   -0.97285   -0.09813
 1203 1955    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.41469    1.07310    0.28042    1.13881    0.91104    0.93345    1.59769    0.27420    0.69511    0.09138    0.75520    0.90854    0.01424    0.05439    0.01245
 1203 1984    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.41901    1.11279    0.28014    1.17115    0.94595    0.97986    0.55010    0.24665    0.25907    0.28394    0.98823    0.99133    0.20810    0.98918    0.23515
 1203 2043    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.40541    1.10065    0.26346    1.15337    0.91027    0.98211    0.51087    0.26717   -0.21181   -0.50974    0.99717    0.84833    0.11588    0.37242    0.12673
 1203 2105    1.41307    1.10768    0.25516    1.13979    0.94196    0.99982    1.39669    1.04567    0.27829    1.10968    0.88579    0.95134    1.54719    0.38928    0.47790   -0.31353    0.22404   -0.79056    0.09955   -0.65693    0.02970
 1204 1240    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.41435    1.09185    0.25486    1.12289    0.93674    0.99793    0.92927    0.25666   -0.24573   -0.26345   -0.02765   -0.02946    0.01286    0.99180   -0.00040
 1204 1346    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.42074    1.09529    0.26603    1.13565    0.94607    0.99690    0.80062    0.35512   -0.28304   -0.35417   -0.18563   -0.22539   -0.02927    0.98823    0.00619
 1204 1505    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.40915    1.11957    0.25731    1.16609    0.92142    0.84645    0.75357    0.25925   -0.39962   -0.12674   -0.03787    0.27512   -0.00289    0.74117    0.00021
 1204 1506    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.40412    1.11099    0.24381    1.16263    0.87694    0.64008    1.19485    0.48814    0.28992    0.13968    0.95356    0.97147    0.21290    0.98534    0.20856
 1204 1655    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.41430    1.09604    0.28087    1.14680    0.95028    0.99964    0.77691    0.22704   -0.50783   -0.12708   -0.94072   -0.74164    0.03753   -0.54691   -0.04046
 1204 1921    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.41609    1.10336    0.27504    1.15277    0.94675    1.00000    1.41709    0.28294    0.84989    0.77866    0.37472    0.06073   -0.09546   -0.17054   -0.09769
 1204 2062    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.40373    1.10514    0.27177    1.14441    0.95188    0.99613    0.45069    0.22923    0.23209    0.42242    0.97626    0.96139    0.13986    0.58463    0.15344
 1204 2122    1.40784    1.08295    0.27986    1.14303    0.92075    0.92704    1.38840    1.08574    0.27073    1.13762    0.90761    0.96257    0.50159    0.25742    0.45193    0.14177    0.98570    0.93248    0.15037    0.59486    0.16047
 1205 1267    1.39600    1.08184    0.26722    1.13101    0.90926    0.88207    1.41236    1.08270    0.26565    1.14617    0.88982    0.90788    0.54711    0.31168   -0.54212   -0.17090    0.99807    0.82670    0.13165    0.39854    0.13882
 1205 1430    1.39600    1.08184    0.26722    1.13101    0.90926    0.88207    1.40090    1.08751    0.27362    1.13475    0.93045    0.99151    1.14841    0.32581   -0.89171   -0.92944    0.31219    0.33614    0.19239    0.20546    0.12062
 1205 1432    1.39600    1.08184    0.26722    1.13101    0.90926    0.88207    1.40771    1.07354    0.29589    1.14474    0.92519    0.98960    0.88088    0.21809    0.31163   -0.35025    0.93661    0.95861    0.16154    0.71805    0.17139
 1205 1467    1.39600    1.08184    0.26722    1.13101    0.90926    0.88207    1.41254    1.09093    0.26605    1.13672    0.92849    0.98883    1.14113    0.25110   -0.26473    0.66426   -0.20413    0.54674   -0.13066   -0.49888    0.06533
 1205 1551    1.39600    1.08184    0.26722    1.13101    0.90926    0.88207    1.41571    1.09194    0.26670    1.14683    0.91498    0.98853    1.02037    0.29988    0.74683   -0.52262   -0.16759    0.67871   -0.19926   -0.48247    0.03731
 1205 1618    1.39600    1.08184    0.26722    1.13101    0.90926    0.88207    1.41622    1.10133    0.28893    1.16985    0.93609    0.99919    1.10388    0.23255   -0.13405    0.30822    0.37699   -0.74176    0.16076   -0.78584    0.06675
 1206 1415    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.40874    1.08083    0.25760    1.12811    0.90250    0.95703    1.06264    0.19894   -0.23291   -0.69866   -0.18216   -0.25673   -0.15473    0.28443    0.06227
 1206 1427    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.40401    1.07657    0.27567    1.13040    0.91899    1.00000    1.23646    0.34932    0.94474    0.09819    0.33830   -0.09455    0.16444    0.18373    0.06889
 1206 1707    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.42161    1.07524    0.26474    1.12816    0.91099    0.99601    0.98374    0.25967    0.94238   -0.04457    0.06652    0.45492   -0.17215   -0.32690   -0.01374
 1206 1763    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.41987    1.09846    0.24776    1.13517    0.91920    0.98641    1.19661    0.33655    0.99676   -0.31478    0.17485    0.37752    0.15276    0.21501    0.11071
 1206 1884    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.43118    1.09637    0.27521    1.15653    0.93334    0.99675    1.08477    0.19344    0.75886   -0.58721   -0.08938   -0.05156    0.17551   -0.21902   -0.04686
 1206 1899    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.41357    1.06443    0.27614    1.14202    0.87512    0.87958    1.18644    0.45213    0.75397    0.01976    0.12354   -0.07499   -0.13943   -0.09124   -0.08692
 1206 1927    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.41006    1.07623    0.27776    1.13827    0.91143    0.99059    0.95563    0.20664    0.83708   -0.19300   -0.31814    0.04150   -0.15254    0.34808    0.05765
 1206 1947    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.38751    1.10518    0.25642    1.13453    0.93114    0.93879    1.02568    0.24927    0.28295   -0.51424   -0.34733    0.25628   -0.12999    0.18621    0.04952
 1206 1995    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.41711    1.09607    0.27556    1.15195    0.93282    0.93876    0.53828    0.24522   -0.07790    0.48747   -0.95008   -0.73908   -0.03193   -0.06143    0.03478
 1206 2099    1.41120    1.10527    0.26784    1.15145    0.93701    0.95773    1.41905    1.08805    0.26955    1.13988    0.92661    0.99996    0.51254    0.26468   -0.46340    0.27077    0.91757    0.69119   -0.09702   -0.86892   -0.10146
 1207 1293    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.41308    1.09007    0.27640    1.13491    0.94921    0.99984    1.06064    0.25011   -0.91017    0.15559   -0.35917   -0.47403   -0.17861    0.35010    0.19987
 1207 1311    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.39590    1.06671    0.27753    1.12588    0.90268    0.96076    1.15972    0.24349    0.02332    0.45583    0.98933    0.34952    0.01877   -0.52021    0.02027
 1207 1519    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.41997    1.08349    0.28702    1.14735    0.93522    0.99880    0.48982    0.26856    0.22206   -0.42887   -0.93656   -0.60689    0.08428   -0.77536   -0.09026
 1207 1647    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.40159    1.10507    0.26383    1.13858    0.94644    0.99375    0.98111    0.24806   -0.96066    0.14300   -0.27642    0.15916    0.12987   -0.25177   -0.14359
 1207 1842    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.43322    1.10200    0.28013    1.17258    0.92654    0.99961    1.68330    0.46576    0.69590    0.34443   -0.43855    0.65138   -0.11739   -0.83753    0.06351
 1207 1987    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.39517    1.08797    0.27143    1.13109    0.93036    0.99998    0.80385    0.22585    0.33800   -0.09243   -0.95207   -0.47877    0.10589   -0.91324   -0.11306
 1207 2027    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.40891    1.08329    0.26933    1.12518    0.93567    0.99284    0.89781    0.27228    0.57671    0.84478   -0.52299   -0.66755   -0.18256    0.52301    0.20348
 1207 2076    1.38021    1.06114    0.25274    1.07720    0.92203    0.97058    1.42701    1.11663    0.26085    1.15255    0.95913    0.99981    1.29138    0.36755   -0.71699    0.42960   -0.41354   -0.53281   -0.17780    0.40971    0.20061
 1208 1271    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.41107    1.07033    0.26414    1.11577    0.91485    0.99885    1.36739    0.32810   -0.24947   -0.35434   -0.91202   -0.99058   -0.15854    0.72345    0.17663
 1208 1480    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.39804    1.10496    0.25008    1.12718    0.93954    0.93654    0.53837    0.25279   -0.46633   -0.27292   -0.97702   -0.94126   -0.15619    0.67215    0.17133
 1208 1555    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.40668    1.09897    0.25403    1.14525    0.90452    0.83776    1.01290    0.22574    0.26833    0.02005   -0.32038    0.72144   -0.19510   -0.64352    0.07294
 1208 1571    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.39052    1.08732    0.26704    1.12897    0.92167    0.99562    1.05758    0.27732    0.16456    0.74720    0.22792    0.09950    0.02173    0.68569    0.00644
 1208 1687    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.41905    1.07733    0.26669    1.13293    0.90895    0.92732    1.73343    0.33486   -0.06301    0.28289    0.85164    0.71698   -0.13642   -0.91760   -0.13242
 1208 1748    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.41544    1.07654    0.30405    1.15855    0.92684    0.98919    1.61516    0.20989    0.00916   -0.29331   -0.90233   -0.91592   -0.08515    0.30124    0.09153
 1208 2058    1.42072    1.07816    0.27980    1.13961    0.92417    0.96508    1.40643    1.09867    0.26507    1.14442    0.92633    0.97868    1.80189    0.44853    0.32786    0.14049    0.96597    0.98895    0.19530    0.92581    0.21262
 1209 1223    1.39256    1.07318    0.25411    1.11883    0.88510    0.84876    1.40582    1.09277    0.26798    1.13361    0.93763    0.99504    0.67489    0.27021   -0.35839    0.31804   -0.91039   -0.64978    0.12158   -0.91046   -0.11818
 1209 1256    1.39256    1.07318    0.25411    1.11883    0.88510    0.84876    1.37638    1.09443    0.23323    1.09595    0.92688    0.96925    1.58147    0.29776   -0.02131    0.21292   -0.81478   -0.84215    0.14829   -0.80417   -0.13620
 1209 1478    1.39256    1.07318    0.25411    1.11883    0.88510    0.84876    1.36729    1.07680    0.27434    1.14332    0.86944    0.77983    1.66204    0.44558    0.59474   -0.04440    0.82761    0.88571   -0.01941   -0.14673   -0.01783
 1209 1689    1.39256    1.07318    0.25411    1.11883    0.88510    0.84876    1.40966    1.08870    0.27181    1.13886    0.92813    0.98971    1.20304    0.25050   -0.32121   -0.33321    0.20364   -0.72225    0.17595   -0.66560    0.06032
 1209 1882    1.39256    1.07318    0.25411    1.11883    0.88510    0.84876    1.41652    1.10208    0.27320    1.15193    0.94219    0.98978    0.51012    0.23695    0.47269   -0.09468    0.96080    0.69012   -0.05084   -0.61015   -0.05334
 1209 1890    1.39256    1.07318    0.25411    1.11883    0.88510    0.84876    1.39785    1.09555    0.25310    1.12726    0.92308    0.86262    0.60912    0.22560   -0.28639    0.22716    0.89808    0.66177   -0.15613   -0.99653   -0.14685
