m n xshort ynoraml zshort anglelong angleshort anglenormal
  368 1088    1.21240    0.06986    0.39692    2.12889    1.63603    1.66210
  368 1092   -0.13638    0.03358    1.61717    0.39358    2.27076    2.28995
  368 1118    0.15463    0.38857    1.29620    0.27456    1.16022    1.17005
  368 1599   -0.28179    0.34814    0.37442    0.06908    0.40684    0.40409
  368 1713   -0.94427    0.03293    0.02270    0.77035    2.10395    2.35504
  368 1804   -0.33169    0.55162    1.27700    0.22508    0.65991    0.67248
  369  505   -0.64184    0.63538    1.06757    2.08815    2.20735    1.32888
  369  702   -0.30452    0.71149    0.75028    1.94701    2.21066    0.81327
  369  764    1.01608    0.38125    0.38873    1.42043    1.56509    0.57755
  369  778   -0.21828    0.47833    0.29627    0.16815    0.95604    0.96021
  369  792   -0.73478    0.58041    1.23337    1.42168    1.26027    0.61482
  369 1022    1.12073    0.52369    0.97254    1.40523    0.96007    1.48178
  369 1253    0.92924    0.16596    0.32436    1.55138    1.23123    2.27494
  369 1305   -0.50122    0.40968    1.24688    1.20543    1.59070    0.95058
  369 1361   -0.15052    0.75884    1.07920    1.90704    1.55641    1.10122
  369 1511   -1.27069    0.02392    1.13046    1.64521    1.37506    1.94224
  369 1520   -1.07485    0.46246    0.26520    1.70003    1.51223    0.62682
  369 1560   -0.72100    0.04597    1.27862    0.89244    0.98198    1.26318
  369 1665    0.66119    0.45146    1.20858    0.83159    0.97862    0.98145
  369 1760   -0.28352    0.32508    1.38213    1.87689    1.52270    1.07447
  369 1780   -0.40093    0.78664    0.18011    1.91240    1.78751    0.82980
  369 1792    0.61969    0.12960    0.04575    0.31004    1.73029    1.72298
  369 2024   -0.53737    0.33665    0.02292    2.96218    2.66705    0.46450
  370  649    0.06439    0.52362    0.11823    2.81368    1.83259    1.33546
  370  888    0.46026    0.75380    0.07174    2.82793    1.01060    2.18157
  370 1012   -0.40130    0.30055    0.19194    2.77870    2.15132    1.02056
  370 1014   -0.53736    0.33092    0.01031    2.85409    0.36951    2.87982
  370 1034   -0.03640    0.12901    1.03439    1.27082    2.33438    2.21928
  370 1063    0.44560    0.23752    0.12526    0.21703    2.80341    2.86030
  370 1456    0.53635    0.19508    0.08006    3.05662    1.35273    1.79005
  370 1593    0.30966    0.58846    1.10786    1.40552    0.98882    1.15705
  370 1759   -0.34157    0.02128    1.06548    1.80808    1.87456    1.72144
  370 1932   -0.01588    0.45002    0.29633    2.89223    0.85833    2.32410
  371  499   -0.47349    0.30466    0.10417    2.74404    1.47148    1.74584
  371  623   -0.30188    0.24790    0.92003    1.55346    1.59396    0.32282
  371  670   -0.71474    0.37626    0.23866    1.43734    1.21053    1.19738
  371  993    0.03647    0.85647    0.84219    1.19500    2.89833    1.94607
  371 1059    0.00976    0.35579    0.88631    1.58719    1.30576    1.11674
  371 1210    0.04072    0.48245    0.07226    0.23616    2.22768    2.25125
  371 1240   -0.16156    1.03435    0.08574    2.02565    0.34444    2.07836
  371 1292   -0.95544    0.21858    0.70907    1.90490    1.90511    0.02101
  371 1486    0.45208    0.21874    0.35590    3.05274    2.77775    0.37002
  371 1505    0.53273    1.09868    0.23781    1.84622    0.62019    1.71169
  371 1699    0.65480    0.05575    1.37278    2.68356    1.81422    1.39608
  371 1770   -0.68370    0.15216    0.02307    2.91419    2.62843    0.48905
  372  432   -0.04985    0.04306    1.67126    0.10026    1.29267    1.29258
  372  568    0.01449    0.51920    0.07318    0.19589    0.94772    0.96605
  372  715    0.46574    0.15551    0.32694    0.35666    2.40512    2.49134
  372  859   -0.49929    0.44840    1.42522    3.06928    1.92419    1.21714
  372  897    0.45497    0.31614    0.06578    0.21388    2.93969    3.07120
  372  954   -0.39821    0.21222    0.19484    2.93883    2.27743    0.87701
  372 1121   -0.15788    0.54424    0.94416    1.54846    1.51102    1.15584
  372 1243    0.51263    0.00374    1.70196    2.81226    0.42838    2.80018
  372 1438    0.08011    0.50995    0.02136    0.25700    1.08182    1.08985
  372 1666    0.52055    0.24713    0.06218    0.17441    0.10816    0.15857
  372 1883   -0.44334    0.62297    0.82094    1.75656    0.31472    1.71185
  373  520   -0.38592    0.22382    1.44818    2.71071    1.30424    1.92370
  373  666   -0.07165    0.46356    0.03320    0.26609    1.06059    1.04721
  373  858   -0.92189    0.12114    0.87899    1.30542    1.96523    2.62198
  373 1092    0.18270    0.31346    1.58814    0.46380    1.69783    1.78065
  373 1118    0.54472    0.34081    1.16162    0.49389    2.61529    2.91012
  373 1303    0.45862    0.03891    0.33682    0.32139    1.26192    1.31403
  373 1599   -0.16448    0.53631    0.45886    0.38713    1.71001    1.78499
  373 1773    0.39093    0.36223    0.21466    0.15241    0.19845    0.14898
  374  396   -0.34223    0.37945    0.43630    3.01391    2.99546    0.19130
  374  409    0.42723    0.71684    0.98773    1.77385    1.57751    2.05237
  374  487   -0.16996    0.45280    0.11490    3.07501    2.50679    0.63109
  374 1163    0.92485    0.57363    1.06273    1.80055    0.57745    1.95071
  374 1253   -0.03968    0.93813    0.84940    1.42212    0.60946    1.50380
  374 1322    0.09568    0.25363    1.59682    2.99227    2.87025    0.26609
  374 1323   -0.14521    0.93716    0.55865    0.94756    0.73828    1.18159
  374 1518    0.22386    0.42450    0.21725    0.26862    0.97851    1.00063
  374 1534   -0.61823    0.73697    0.34898    1.86457    1.55190    1.55029
  374 1637    0.06400    0.17553    1.17010    1.23850    1.93849    2.85877
  374 1790    0.53942    0.00222    1.84032    2.94000    1.04419    2.10928
  374 1812    0.41726    0.02597    1.62019    2.88285    0.28207    3.02981
  375  392    0.23062    0.23330    1.46639    2.70091    0.80665    2.47746
  375  548    0.42733    0.33802    0.87454    1.85730    2.09207    1.49968
  375  750    0.70674    0.25467    1.36789    2.78065    1.38115    1.80298
  375  775   -0.12540    0.27112    1.57042    0.42764    1.48088    1.55836
  375 1010   -0.52188    0.25169    0.18353    0.10734    0.17971    0.19886
  375 1029    0.38670    0.22926    0.26794    0.33720    2.18750    2.25837
  375 1279   -0.11541    0.48769    0.05874    2.71815    0.82774    2.43266
  375 1695   -0.40293    0.21486    0.14788    0.34266    2.25672    2.32781
  375 2010   -0.53280    0.22620    1.26372    0.36257    2.67632    2.79055
  376  459   -0.30112    0.47564    1.30099    0.35605    0.68248    0.58627
  376  621    0.48670    0.32849    1.13536    2.73649    2.64904    0.29898
  376  874    0.43441    0.13000    1.00802    1.56995    2.07642    1.52310
  376  888   -0.69325    0.13871    1.24554    0.27867    2.51528    2.46174
  376  942    0.46713    0.31511    0.14150    2.77154    1.42747    1.72931
  376 1214    0.59846    0.17737    0.36912    0.22537    2.98807    2.87160
  376 1216   -0.10179    0.44368    0.17702    0.17293    0.78162    0.79860
  376 1272   -0.45055    0.82405    0.87161    1.40191    1.35723    2.12603
  376 1400    0.17466    0.34073    0.79627    2.91961    0.23946    3.00375
  376 1998   -0.09346    0.06524    1.46215    3.02493    0.37830    2.75209
  376 2084   -0.56527    0.20531    0.31655    0.11599    0.23396    0.25473
  377  451    0.59143    0.24075    1.50001    2.58507    0.58342    2.96471
  377  483    0.25011    0.43218    0.04420    2.94556    0.77847    2.38935
  377  634   -0.21426    0.82977    0.99447    1.35722    2.44483    1.61301
  377  902   -0.68025    0.68230    0.23078    1.69036    2.43465    1.38463
  377 1332   -0.07074    0.58980    0.03990    0.43710    1.55905    1.65171
  377 1422    0.44555    0.55496    1.33334    0.42046    0.97179    1.05885
  377 1426   -0.13612    0.26037    1.46101    0.43779    2.11425    2.14952
  377 1455    0.25163    0.66889    0.81022    1.93416    1.55841    1.54669
  377 1542   -0.90474    0.20997    0.30797    0.20232    2.44382    2.41843
  377 1577    0.58446    0.03125    1.30551    0.14900    0.18247    0.19633
  377 1684   -0.37827    0.33186    0.03650    0.15378    1.00202    1.01082
  377 1732    0.06031    0.29994    1.66807    0.50672    2.39878    2.58328
  377 1872    0.47919    0.71481    0.25095    1.48092    1.52826    1.75164
  377 2005    0.72867    0.10780    0.04474    3.10057    2.96014    0.17904
  378  529   -0.09567    0.45607    0.01036    0.09113    0.72896    0.73389
  378  573    0.69810    0.22762    1.06011    1.08648    0.77529    1.10701
  378  627   -0.15535    0.61252    0.32965    1.38570    1.00659    1.59952
  378  688    1.03795    0.54418    0.78360    0.90892    2.46583    2.36186
  378  835    0.03875    0.41481    1.23635    0.10208    2.31366    2.32065
  378 1264   -0.69669    0.48297    0.83702    1.56999    0.51333    1.44235
  378 1404    0.45010    0.28956    0.24322    0.36286    2.02441    2.09625
  378 1603    0.06553    0.84370    1.19369    0.98250    2.17255    2.38709
  378 1744    0.52593    0.71137    1.00500    1.31517    1.05802    0.81341
  379  818   -0.10794    0.86636    0.75432    2.16388    0.92044    1.88973
  379  819   -0.78502    0.03649    0.31506    1.54953    2.62443    1.66842
  379 1030   -0.18418    0.37312    1.50525    2.73517    1.50574    1.55540
  379 1047   -0.64640    0.99803    0.92369    1.28485    0.72884    1.01131
  379 1117    0.04087    0.52347    0.25472    0.01831    2.18497    2.18512
  379 1204   -0.53854    0.33577    0.92992    2.65965    2.61192    0.32119
  379 1346   -0.80295    0.03018    0.19346    1.86229    1.76534    0.64956
  379 1426   -0.20368    0.06459    1.42176    2.88652    2.82474    0.40592
  379 1506    0.50808    0.24926    0.33934    2.96170    2.87618    0.20319
  379 1577   -0.38385    0.55167    1.22046    2.58164    0.90430    2.37721
  379 1655    0.46721    0.17033    1.45828    0.22252    1.70361    1.69570
  379 1921   -0.04909    0.88285    0.24416    2.22830    0.62480    2.10113
  379 2034    0.00694    0.03560    1.63221    2.87779    0.51076    2.56612
  379 2127   -0.45843    0.29272    0.22957    2.89733    0.95707    2.18208
  380  655   -0.26545    0.18608    1.50130    2.48539    2.39714    0.75903
  380  750   -1.31315    0.05713    0.33605    1.32799    1.42987    0.59193
  380  897    0.82440    0.75371    0.12073    1.63249    2.11853    1.88457
  380  913   -0.45508    0.16513    0.01016    0.21823    2.08857    2.11497
  380  944   -1.22194    0.61629    0.39829    1.53994    0.94868    1.88047
  380  954    1.04809    0.67397    0.61333    1.29614    1.46901    0.62227
  380  992   -1.04728    0.15978    0.78128    1.67735    1.22258    1.27660
  380 1107    0.47073    0.29695    0.25128    0.04588    0.02970    0.05456
  380 1121   -0.09837    0.55649    1.23672    2.05040    1.69636    1.81288
  380 1883    0.05667    0.50094    0.08018    0.19657    1.01764    1.03409
  380 1937   -0.62195    0.58538    1.25488    2.29489    0.82794    1.95986
  380 1968   -0.40380    0.19954    0.43044    0.31566    2.24970    2.25158
  380 2151   -0.00349    0.49700    0.32698    2.89553    1.97829    1.19340
  381  585    0.94450    0.81202    0.78649    1.93037    1.48506    2.17424
  381  710    0.29530    0.55301    0.87343    1.39708    2.06910    1.31678
  381  714    0.50190    0.65907    1.02891    1.27025    1.04885    0.79025
  381  796   -0.76035    0.09868    0.36242    2.05732    0.76856    2.40371
  381  863   -0.56107    0.07877    0.19509    0.30129    2.01859    2.06901
  381 1106    0.42552    0.87026    0.84306    1.73679    2.20505    0.96660
  381 1211   -0.16477    0.36831    0.01470    0.33377    2.70869    2.85229
  381 1221   -0.27231    0.02730    1.14826    1.84514    0.76474    1.85305
  381 1229   -1.03077    0.92678    0.74510    1.33287    2.52489    1.98163
  381 1387    0.50905    0.23733    0.69823    1.77228    1.94190    1.07871
  381 1493    0.56170    0.12692    0.86265    2.14691    1.25594    2.43898
  381 1857    0.65629    0.71631    1.25940    1.14540    1.46180    2.03098
  381 1941    0.52871    0.77899    0.30186    1.68784    2.19106    1.01164
  381 2009    0.60588    0.12710    0.22686    1.58839    1.75728    0.60554
  382  431   -0.11058    1.08373    0.04803    1.40140    2.68769    1.79885
  382  564   -0.49022    0.97844    0.77145    1.40189    2.64614    1.65717
  382  622   -0.59913    0.04836    0.10991    0.24377    2.32489    2.36626
  382  755   -0.24093    0.33805    0.02946    0.35452    2.47229    2.57763
  382  900    0.84727    0.35965    0.40960    1.72898    0.27555    1.72915
  382 1119   -0.87928    0.65705    0.52041    1.45108    0.81581    1.33908
  382 1148    0.11261    0.91824    0.45775    1.63730    1.91948    1.10748
  382 1247    0.54688    0.79632    0.71722    1.15222    1.73042    2.12429
  382 1478    1.02683    0.77347    0.85393    1.92018    1.26878    2.66742
  382 1533   -0.32700    0.38364    0.08844    2.67339    0.56627    2.81815
  382 1616   -0.72645    0.60860    1.04034    1.93093    1.67337    2.13311
  382 1765   -0.67361    0.17402    0.98791    1.94019    0.56856    1.80193
  382 1885    0.85460    0.35955    0.94822    1.49928    1.98154    1.22101
  382 1906    0.33228    0.24863    1.20142    1.66413    2.10621    0.98425
  382 1950    0.55660    0.48065    1.07327    1.76797    2.25184    1.03977
  383  448    0.38018    0.20654    0.31547    2.94244    2.14515    1.01974
  383  540    0.74621    0.02799    1.25644    0.03242    0.03296    0.04355
  383  837   -0.48146    0.19447    0.05911    0.52013    2.15816    2.28705
  383  938   -0.62628    0.81434    0.56920    1.56656    1.64555    1.21681
  383 1040   -0.22912    0.22893    1.30526    0.21346    2.89944    3.01959
  383 1129   -0.49433    0.39061    1.00905    1.66205    1.33054    1.48109
  383 1312   -0.84979    0.88447    0.10174    1.45344    2.79666    1.63293
  383 1324   -0.30589    0.93528    0.09331    1.57631    1.69405    1.20414
  383 1423    0.54794    1.05720    0.38227    1.25518    1.08598    1.74885
  383 1434   -0.18182    1.00073    0.57961    1.28184    0.77236    1.56389
  383 1574    0.64264    0.26794    1.55501    2.93659    2.32121    0.82323
  383 1683   -0.57564    0.28323    1.45778    0.21040    0.17503    0.27362
  383 1703   -0.45435    0.61161    1.02391    1.40380    0.56426    1.54672
  383 1817    0.01690    0.51990    0.25996    3.00603    1.93014    1.22093
  383 1829    0.01869    0.75091    1.00512    1.80036    1.85107    1.84524
  384  611   -0.47660    0.04217    0.91964    1.02130    0.37912    0.95418
  384  683   -0.49800    0.19980    0.29334    0.13848    0.33911    0.35791
  384  755   -0.04430    0.47567    0.28722    2.96996    2.19707    0.93673
  384  943   -0.53397    0.47334    0.98435    1.77415    0.82811    2.06449
  384 1013    0.37721    0.25179    0.17714    0.15021    0.97001    0.98360
  384 1052   -0.02103    0.66220    1.06294    1.74504    2.49055    1.30245
  384 1057    0.08897    0.46757    0.02121    0.09308    1.03276    1.03756
  384 1478   -0.44409    0.18446    1.44608    1.68064    1.69119    0.22555
  384 1533    0.45336    0.22618    0.11807    0.04663    0.70188    0.70169
